"Nome da campanha",Dia,"Status de veiculação","Nível de veiculação","Nome da campanha",Alcance,Frequência,Impressões,"Cliques no link","CPM (custo por 1.000 impressões)","CTR (taxa de cliques no link)","Valor gasto (BRL)","Início dos relatórios","Término dos relatórios"
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-13,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,134804,1.0872971128453,146572,1060,8.3697432,0.72319406162159,1226.77,2021-09-13,2021-09-13
rec_topo_int_regioes_casquinha,2021-09-13,inactive,campaign,rec_topo_int_regioes_casquinha,77498,1.0929572376061,84702,102,1.83254232,0.12042218601686,155.22,2021-09-13,2021-09-13
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-13,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,52794,1.0167632685532,53679,87,5.72737942,0.16207455429498,307.44,2021-09-13,2021-09-13
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-13,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,92663,1.294259844814,119930,820,12.40915534,0.68373217710331,1488.23,2021-09-13,2021-09-13
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-12,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,128914,1.3215709697938,170369,1586,13.22975424,0.93092053131732,2253.94,2021-09-12,2021-09-12
2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,2021-09-12,active,campaign,2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,1055606,1.1388027351114,1202127,997,1.65403489,0.082936328690729,1988.36,2021-09-12,2021-09-12
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-12,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,90132,1.0328074379799,93089,179,5.28440525,0.1922890996788,491.92,2021-09-12,2021-09-12
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-12,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,706475,1.074748575675,759283,623,1.48110783,0.082051092938996,1124.58,2021-09-12,2021-09-12
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-12,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,190567,1.0875754983811,207256,1947,8.73185819,0.93941791793724,1809.73,2021-09-12,2021-09-12
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-12,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,759063,1.0429555913014,791669,567,1.02686855,0.071620841538572,812.94,2021-09-12,2021-09-12
rec_topo_int_regioes_casquinha,2021-09-12,inactive,campaign,rec_topo_int_regioes_casquinha,88371,1.1167351280397,98687,127,1.89335981,0.1286896957046,186.85,2021-09-12,2021-09-12
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-11,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,118677,1.2985582716112,154109,1379,14.75319417,0.89482119798325,2273.6,2021-09-11,2021-09-11
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-11,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,164642,1.0996525795362,181049,1613,10.49080636,0.89091903296898,1899.35,2021-09-11,2021-09-11
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-11,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,670128,1.0474461595397,701923,540,1.23261383,0.076931515280166,865.2,2021-09-11,2021-09-11
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-11,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,710602,1.0412002780741,739879,616,1.59681515,0.083256856864433,1181.45,2021-09-11,2021-09-11
rec_topo_int_regioes_casquinha,2021-09-11,inactive,campaign,rec_topo_int_regioes_casquinha,88410,1.1000678656261,97257,97,2.01394244,0.09973575166826,195.87,2021-09-11,2021-09-11
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-11,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,84724,1.0297554411973,87245,159,5.96034157,0.18224540088257,520.01,2021-09-11,2021-09-11
2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,2021-09-11,active,campaign,2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,1015968,1.1371942817097,1155353,933,1.82384085,0.080754539954455,2107.18,2021-09-11,2021-09-11
rec_topo_int_regioes_casquinha,2021-09-10,inactive,campaign,rec_topo_int_regioes_casquinha,63471,1.0526539679539,66813,63,1.92567315,0.09429302680616,128.66,2021-09-10,2021-09-10
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-10,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,439268,1.0571245799831,464361,420,1.62225079,0.090446872153346,753.31,2021-09-10,2021-09-10
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-10,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,105625,1.0422059171598,110083,952,10.04096909,0.86480201302653,1105.34,2021-09-10,2021-09-10
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-10,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,409509,1.0538767157743,431572,297,1.27346074,0.068818180975596,549.59,2021-09-10,2021-09-10
2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,2021-09-10,active,campaign,2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,661435,1.1484877576784,759650,526,1.7318107,0.069242414269729,1315.57,2021-09-10,2021-09-10
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-10,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,81750,1.2558409785933,102665,916,14.0162665,0.89222227633565,1438.98,2021-09-10,2021-09-10
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-10,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,50138,1.0216602177989,51224,111,5.78107918,0.21669529907856,296.13,2021-09-10,2021-09-10
rec_topo_int_regioes_casquinha,2021-09-09,inactive,campaign,rec_topo_int_regioes_casquinha,88774,1.0855205352919,96366,74,1.92329245,0.076790569287923,185.34,2021-09-09,2021-09-09
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-09,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,693514,1.0534351145038,730572,584,1.47650061,0.079937364147545,1078.69,2021-09-09,2021-09-09
2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,2021-09-09,active,campaign,2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,756431,1.1839030922847,895541,679,1.65480977,0.075820090872445,1481.95,2021-09-09,2021-09-09
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-09,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,133635,1.2598121749542,168355,1351,12.34035223,0.80247096908319,2077.56,2021-09-09,2021-09-09
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-09,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,568199,1.0478934317026,595412,411,1.17968734,0.069027832828361,702.4,2021-09-09,2021-09-09
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-09,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,58456,1.0393800465307,60758,83,5.62362158,0.13660752493499,341.68,2021-09-09,2021-09-09
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-09,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,151211,1.0633750190132,160794,1159,8.75586154,0.72079803972785,1407.89,2021-09-09,2021-09-09
2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,2021-09-08,active,campaign,2021_brand_topo_mkt-places-delivery_aon_primavera_rec_impressions_principale_brand-lift,636518,1.1728450727238,746537,550,1.19124705,0.073673508479821,889.31,2021-09-08,2021-09-08
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-08,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,143749,1.0576421401192,152035,1053,7.73236426,0.69260367678495,1175.59,2021-09-08,2021-09-08
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-08,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,115852,1.2759814245762,147825,1376,11.51002875,0.93083037375275,1701.47,2021-09-08,2021-09-08
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-08,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,807733,1.0298180215492,831818,707,1.23200027,0.08499455409717,1024.8,2021-09-08,2021-09-08
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-08,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,48251,1.0226316553025,49343,91,5.42224834,0.18442332245709,267.55,2021-09-08,2021-09-08
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-08,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,723533,1.0503639778697,759973,460,0.85371454,0.060528466142876,648.8,2021-09-08,2021-09-08
rec_topo_int_regioes_casquinha,2021-09-08,inactive,campaign,rec_topo_int_regioes_casquinha,95227,1.0941854726076,104196,110,1.63115667,0.10557027141157,169.96,2021-09-08,2021-09-08
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-07,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,1059114,1.0714559528058,1134794,967,0.93218681,0.08521370398504,1057.84,2021-09-07,2021-09-07
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-07,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,1040981,1.0453303182287,1088169,640,0.54605489,0.058814393720093,594.2,2021-09-07,2021-09-07
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-07,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,119873,1.2133758227457,145451,1297,8.86394731,0.89170923541261,1289.27,2021-09-07,2021-09-07
rec_topo_int_regioes_casquinha,2021-09-07,inactive,campaign,rec_topo_int_regioes_casquinha,117307,1.09636253591,128611,147,1.36924524,0.11429815490121,176.1,2021-09-07,2021-09-07
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-07,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,85728,1.0332330160508,88577,152,4.62343498,0.1716021088996,409.53,2021-09-07,2021-09-07
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-07,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,143672,1.0596288768862,152239,1152,5.60835266,0.7567049179251,853.81,2021-09-07,2021-09-07
rec_topo_int_regioes_speciali_ninho_al_cafe,2021-09-06,inactive,campaign,rec_topo_int_regioes_speciali_ninho_al_cafe,362147,1.0127821022955,366776,196,0.52506162,0.053438611032347,192.58,2021-09-06,2021-09-06
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-06,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,955037,1.0397094562828,992961,873,1.02130899,0.087918860861605,1014.12,2021-09-06,2021-09-06
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-06,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,78492,1.1986699281455,94086,790,10.10936802,0.83965733477882,951.15,2021-09-06,2021-09-06
rec_topo_int_regioes_casquinha,2021-09-06,inactive,campaign,rec_topo_int_regioes_casquinha,104922,1.0803453994396,113352,132,1.51360364,0.11645140800339,171.57,2021-09-06,2021-09-06
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-06,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,66043,1.0505882531078,69384,85,5.52216649,0.12250662977055,383.15,2021-09-06,2021-09-06
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-06,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,92121,1.0462869486871,96385,764,6.56668569,0.79265445868133,632.93,2021-09-06,2021-09-06
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-05,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,75903,1.0589963506054,80381,124,6.32226521,0.1542653114542,508.19,2021-09-05,2021-09-05
rec_topo_int_regioes_casquinha,2021-09-05,inactive,campaign,rec_topo_int_regioes_casquinha,93951,1.1084607933923,104141,123,1.67522878,0.11810910208275,174.46,2021-09-05,2021-09-05
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-05,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,886510,1.0612480400672,940807,932,1.0976534,0.099063888767834,1032.68,2021-09-05,2021-09-05
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-05,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,75438,1.2189612662054,91956,856,9.40145287,0.9308799860803,864.52,2021-09-05,2021-09-05
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-05,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,80973,1.0431995850469,84471,690,6.82518261,0.81684838583656,576.53,2021-09-05,2021-09-05
traf_site_meio_lal,2021-09-05,inactive,campaign,traf_site_meio_lal,0,0,0,,,,0,2021-09-05,2021-09-05
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-04,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,64750,1.0759382239382,69667,677,9.05177487,0.97176568533165,630.61,2021-09-04,2021-09-04
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-04,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,834376,1.059384498116,883925,776,1.26421359,0.087790253697995,1117.47,2021-09-04,2021-09-04
rec_topo_int_regioes_casquinha,2021-09-04,inactive,campaign,rec_topo_int_regioes_casquinha,88714,1.0888134905426,96593,115,1.89361548,0.11905624631184,182.91,2021-09-04,2021-09-04
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-04,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,72602,1.0626153549489,77148,150,7.16881838,0.19443148234562,553.06,2021-09-04,2021-09-04
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-04,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,66936,1.2134277518824,81222,763,11.87510773,0.93940065499495,964.52,2021-09-04,2021-09-04
rec_topo_int_regioes_casquinha,2021-09-03,inactive,campaign,rec_topo_int_regioes_casquinha,94202,1.1222903972315,105722,121,1.73634627,0.11445110762188,183.57,2021-09-03,2021-09-03
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-03,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,79817,1.0625806532443,84812,920,10.86060935,1.0847521577135,921.11,2021-09-03,2021-09-03
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-03,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,49823,1.2544005780463,62498,683,14.33309866,1.0928349707191,895.79,2021-09-03,2021-09-03
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-03,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,63598,1.0601434007359,67423,102,7.17811429,0.1512836865758,483.97,2021-09-03,2021-09-03
traf_site_meio_lal,2021-09-03,inactive,campaign,traf_site_meio_lal,0,0,0,,,,0,2021-09-03,2021-09-03
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-03,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,820450,1.050519836675,861899,686,1.26606482,0.079591692298053,1091.22,2021-09-03,2021-09-03
traf_site_meio_lal,2021-09-02,inactive,campaign,traf_site_meio_lal,0,0,0,,,,0,2021-09-02,2021-09-02
rec_topo_int_regioes_casquinha,2021-09-02,inactive,campaign,rec_topo_int_regioes_casquinha,97678,1.0764655295972,105147,114,1.71207928,0.10841964107393,180.02,2021-09-02,2021-09-02
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-02,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,41551,1.0588433491372,43996,70,7.13723975,0.15910537321575,314.01,2021-09-02,2021-09-02
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-02,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,938225,1.0430323216712,978599,631,1.01129267,0.06447993509088,989.65,2021-09-02,2021-09-02
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-02,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,58064,1.2220136401212,70955,770,12.89916144,1.0851948418011,915.26,2021-09-02,2021-09-02
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-02,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,103101,1.04781718897,108031,1200,9.92622488,1.1107922725884,1072.34,2021-09-02,2021-09-02
2021_perf_meio_mkt-places-delivery_aon_conv_lead,2021-09-01,active,campaign,2021_perf_meio_mkt-places-delivery_aon_conv_lead,121021,1.0574611017923,127975,1106,7.50130885,0.86423129517484,959.98,2021-09-01,2021-09-01
rec_topo_int_regioes_principale_leva_junto_uma_viagem,2021-09-01,inactive,campaign,rec_topo_int_regioes_principale_leva_junto_uma_viagem,0,0,0,,,,0,2021-09-01,2021-09-01
2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,2021-09-01,active,campaign,2021_brand_topo_mkt-places-delivery_aon_leva-junto-uma-viagem_rec_impressions_principale_brand-lift,1128142,1.0639680111192,1200307,656,0.80464415,0.054652684688167,965.82,2021-09-01,2021-09-01
2021_perf_fundo_mkt-places-delivery_aon_conv_lead,2021-09-01,active,campaign,2021_perf_fundo_mkt-places-delivery_aon_conv_lead,55404,1.1801494476933,65385,716,13.00420586,1.0950523820448,850.28,2021-09-01,2021-09-01
2021_geral_topo_engaj_aon_engaj_tipo-p,2021-09-01,active,campaign,2021_geral_topo_engaj_aon_engaj_tipo-p,64847,1.055715761716,68460,98,4.73736488,0.14314928425358,324.32,2021-09-01,2021-09-01
trafego_delivery_clique_rappi,2021-09-01,inactive,campaign,trafego_delivery_clique_rappi,0,0,0,,,,0,2021-09-01,2021-09-01
rec_topo_int_regioes_casquinha,2021-09-01,inactive,campaign,rec_topo_int_regioes_casquinha,99198,1.1622310933688,115291,117,1.57089452,0.10148233600194,181.11,2021-09-01,2021-09-01
traf_site_meio_lal,2021-09-01,inactive,campaign,traf_site_meio_lal,0,0,0,,,,0,2021-09-01,2021-09-01
